"","Score","Tweet","Continent"
"1295",-1,"so many apple products and deals help air or mini 2 air or rmbp iphone 5s im just way too indecisive firstworldproblems","NorthAmerica"
"1296",0,"might be getting the iphone 5s ","Europe"
"1297",0,"this st germain royale cocktail champagne is bitchin iphone5s slomo palm court brasserie httptcohfocwzat6f","Europe"
"1298",1,"spoiled lol darlingjess that phone call i get from daddy asking if i still want the 5s mmm sure why not haha","NorthAmerica"
"1299",2,"that gold iphone 5s would be so awesome right now wishfulthinking","NorthAmerica"
"1300",2,"in love wit this iphone5s its my new baby","NorthAmerica"
"1301",-1,"sprintcare we ordered a direct2ship instore iphone 5s at a dealer who gave delivery dates they couldnt back up canceled order no refund","NorthAmerica"
"1302",0,"iphone5s on friday ","Europe"
"1303",1,"brb gonna go drop 800 on a iphone5s","NorthAmerica"
"1304",4,"iphone 5 5s 5c wires just came in flat wires and gadget wires we have 3 foot and 12 foot wires httptcojnh9numfdt","NorthAmerica"
"1305",0,"thank god my iphone 5s came today i was so sick of looking at a cracked screen lol loveit ","NorthAmerica"
"1306",2,"jmcdizzle66 if i had enough money id get all my friends iphone 5s ","NorthAmerica"
"1307",0,"apphipmom cool yes theres a lot to love abt the iphone5skeep snapping away on the iphoneography","NorthAmerica"
"1308",1,"iphone 5s for 40 bucks helllllll yes","NorthAmerica"
"1309",3,"im definitely in love with my iphone 5s its so beautiful and gold and perfect my iphone is first in my life bahaha onthereal","NorthAmerica"
"1310",1,"emmeff7 stevenwhitehill scottr1981 anybody want to buy an iphone 5s","Europe"
"1311",2,"i restored my iphone 5s as new and lost all my messages and app data to fix this battery issuebutitdidntwork help apple almostdead","NorthAmerica"
"1312",2,"should i really switch over to the iphone 5s is it really worth it just for the fingerprint thing","SouthAmerica"
"1313",-2,"the columns taken with iphone 5s edited with filterstorm neuesnapseeddramaticbw apps httptcow5xnp3qpdl","Europe"
"1314",-2,"the columns taken with iphone 5s edited with filterstorm neuesnapseeddramaticbw apps httptcoaavlbdqlma","Europe"
"1315",0,"iphone 5s next month","NorthAmerica"
"1316",0,"i want the iphone 5s already","NorthAmerica"
"1317",1,"xerhra itzimaam motorola itzimaam questionnier rep your mobile phone fallyakatasale iphone5s 24k gold alaji boss","Africa"
"1318",3,"need opinions i have an iphone 5 hate it is it worth making the switch to either the galaxy s4 or the iphone 5s","NorthAmerica"
"1319",-2,"now im in tmobile looking at playing with the iphone 5s5c ","NorthAmerica"
"1320",1,"gtlxjason picking up your phone iphone5s","NorthAmerica"
"1321",1,"omg i am excited to buy new iphone 5s in thankgiving day november 2813","NorthAmerica"
"1322",3,"uktescooffers apple iphone 5s is now available order yours today httptco6mr6r7aect i pay that much just for the 5 annoying","Europe"
"1323",1,"well i got breakfast tacos an iphone 5s and ive watched bridesmaids and elf today has been pretty perfect so far","NorthAmerica"
"1324",1,"tbhtechnology gold iphone5s httptcoi0iwj9tztj i would like","NorthAmerica"
"1325",1,"getting my new iphone 5s so happy","NorthAmerica"
"1326",1,"got an email to say the iphone 5s i ordered is out of stock what the fuck 3 so upset what am i gonna do","Europe"
"1327",1,"so i guess its gonna be the iphone 5s","NorthAmerica"
"1328",1,"i need a new phone for christmas anyone iphone 5s gold thanks ","NorthAmerica"
"1329",1,"my new iphone 5s just fell in the toilet guess what still works perfectly thank you chemistry gods","NorthAmerica"
"1330",1,"heard barackobama is in sf today first one to post a frontback with him win an iphone 5s no joke schedule httptcorsvmvr4hjx","NorthAmerica"
"1331",1,"i love my iphone 4 but i really wanna get the 5s","NorthAmerica"
"1332",0,"iphone 5s iphone 4s enoughsaid","NorthAmerica"
"1333",5,"xobrenna yeah its big but also slim like the s4 they have big hands so its good for them but if you have iphone 5s hands dont lol","NorthAmerica"
"1334",2,"really cant believe ive just seen someone complaining because they have the iphone 5 and not the 5s like are you serious","Europe"
"1335",1,"finally got that iphone 5s","NorthAmerica"
"1336",0,"might be getting the iphone 5s ","Europe"
"1337",1,"my fucking stepmom just came home with an iphone 5s what the actual fuck","NorthAmerica"
"1338",1,"okay idk what i want for christmasi can either get the iphone5s but im blackcause i kinda want the black oneor get","NorthAmerica"
"1339",0,"iphone 5s is sick","Europe"
"1340",0,"iphone 5s batteries are a disgrace cant even sustain 100 whilst on charge 0 brightness and no open apps","Europe"
"1341",1,"that iphone 5s is gonna be here tomorrow","NorthAmerica"
"1342",2,"i want my new iphone 5s now this one is shit","Australia"
"1343",3,"somedays my iphone5s bluetooth loves me long time today has not been one of those days firstworldproblems httptcow41plz640k","NorthAmerica"
"1344",0,"do i or dont i get the iphone 5s hmm","Europe"
"1345",1,"my iphone 5s httptcoqqxqs7kq9b","Europe"
"1346",1,"got both the 5s and 5c but their shit just gonna stick with my normal iphone 5 instead","Europe"
"1347",0,"getting the black iphone 5s thank fucking god ","NorthAmerica"
"1348",2,"anyone sellin a iphone 5 5s for verizon","NorthAmerica"
"1349",4,"my grandma got me an iphone 5s that i cant open till christmas httptcokojpzfegoa","NorthAmerica"
"1350",0,"this 32gb iphone 5s is full of things","NorthAmerica"
"1351",-1,"huh not getting iphone 5s cause dad doesnt want to spend 300 dollars no way im getting a 16 gb","NorthAmerica"
"1352",0,"idk wether to switch to the galaxy s4 or the i iphone 5s","NorthAmerica"
"1353",3,"buying my iphone 5s myself instead of waiting until my birthday has turned out to be such a good idea","Europe"
"1354",1,"friends i need your help i need a new phone and not sure what to get any suggestions fyi im not impressed by the 5s","NorthAmerica"
"1355",1,"people who already have the iphone 5s andor xbox one andor getting ps4 spoilt bye hater stay away from me materialistic persano laterz","Europe"
"1356",4,"just the other day i helped convert an android phone user to an iphone 5s upgrade uscellular","NorthAmerica"
"1357",2,"my dad just got an iphone 5s through work ","NorthAmerica"
"1358",2,"i was thinking that i should have gotten an iphone5s and a virginmobileusa a while ago smh","NorthAmerica"
"1359",2,"my early christmas present for myself black iphone5s tmobile httptco0t05trllzn","NorthAmerica"
"1360",0,"ive decided im getting the iphone 5s","NorthAmerica"
"1361",0,"team iphone again 5s","NorthAmerica"
"1362",0,"this iphone 5s is beautifulllll ","NorthAmerica"
"1363",0,"this iphone 5s is beautifullllllll ","NorthAmerica"
"1364",3,"im eligible for an upgrade next month hello iphone 5s ","NorthAmerica"
"1365",1,"i want the iphone 5s but i have a feeling i wont get it","Europe"
